Humidity,Apparent Temperature (C)
0.77,-8.127777778
0.72,-7.966666667
0.64,-6.094444444
0.66,-6.838888889
0.69,-4.544444444
0.69,-3.233333333
0.63,-0.961111111
0.69,-2.811111111
0.74,-2.055555556
0.68,-1.672222222
0.75,-2.677777778
0.81,-4.083333333
0.91,-2.566666667
0.92,-3.961111111
0.92,-4.566666667
0.81,-6.388888889
0.89,-4.1
0.82,-7.738888889
0.83,-8.305555556
0.77,-8.083333333
0.79,-7.9
0.83,-7.077777778
0.79,-8.188888889
0.88,-6.255555556
0.81,-9.572222222
0.79,-7.533333333
0.7,-5.533333333
0.72,-4.4
0.75,-4.838888889
0.72,-2.038888889
0.7,-1.05
0.7,0.327777778
0.7,-0.138888889
0.76,-0.566666667
0.79,-1.961111111
0.85,-2.305555556
0.8,-3.316666667
0.79,-3.122222222
0.82,-3.372222222
0.8,-3.305555556
0.78,-3.822222222
0.78,-3.366666667
0.79,-3.438888889
0.79,-3.388888889
0.82,-4.133333333
0.8,-3.455555556
0.79,-2.916666667
0.79,-2.95
0.85,-2.972222222
0.92,-2.994444444
0.86,-2.133333333
0.86,-2.3
0.85,-1.738888889
0.85,-0.1
0.83,2.994444444
0.83,2.688888889
0.83,0.611111111
0.86,2.444444444
0.85,-0.077777778
0.92,-1.361111111
0.92,1.35
0.92,1.088888889
0.92,0.577777778
0.93,1.155555556
0.92,1.088888889
0.92,1.088888889
0.93,1.027777778
0.92,1.088888889
0.92,1.088888889
0.93,-1.016666667
0.99,-1.344444444
0.92,-2.172222222
0.93,-2.394444444
0.99,-4.122222222
0.92,-2.872222222
0.93,-1.611111111
0.92,-1.561111111
1,-0.638888889
0.92,4.827777778
0.96,5.305555556
0.9,6.511111111
0.84,6.044444444
0.8,3.972222222
0.81,3.7
0.81,3.488888889
0.87,2.594444444
0.83,2.383333333
0.82,2.477777778
0.83,2.344444444
0.89,1.666666667
0.89,1.266666667
0.9,2.261111111
0.89,1.722222222
0.9,1.816666667
0.96,0.255555556
0.96,2.85
0.96,3.005555556
0.89,2
0.83,3.194444444
0.87,3.055555556
0.84,5.877777778
0.78,8.694444444
0.78,8.133333333
0.78,7.883333333
0.84,6.45
0.85,6.644444444
0.84,6.622222222
0.89,5.777777778
0.9,5.483333333
0.96,5.416666667
0.87,6.244444444
0.87,5.738888889
0.89,4.894444444
0.96,2.455555556
0.96,1.427777778
0.92,1.866666667
0.93,1.516666667
0.93,2.566666667
0.8,4.305555556
0.86,2.522222222
0.87,3.472222222
0.86,3.716666667
0.83,5.211111111
0.83,6.838888889
0.72,12.05555556
0.72,12.66111111
0.69,12.72222222
0.69,12.84444444
0.68,12.89444444
0.73,12.16111111
0.79,11.13333333
0.83,8.205555556
0.79,7.905555556
0.95,6.133333333
0.9,6.027777778
0.94,5.305555556
0.93,6.644444444
0.89,-3.416666667
0.9,-2.883333333
0.86,-2.838888889
0.89,-3.583333333
0.9,-2.95
0.92,-2.588888889
0.85,-2.116666667
0.86,-1.527777778
0.92,-2.522222222
0.8,-1.477777778
0.83,-0.088888889
0.76,1.466666667
0.76,1.722222222
0.7,3.083333333
0.66,4.066666667
0.66,4.616666667
0.7,3.405555556
0.76,2.405555556
0.77,2.3
0.77,0.622222222
0.72,0.161111111
0.74,-0.216666667
0.8,-0.272222222
0.79,1.088888889
1,-1.461111111
1,-2.494444444
1,-2.794444444
1,-2.75
1,-2.6
0.92,-1.733333333
0.99,-1.644444444
1,-1.422222222
1,-1.405555556
1,-0.494444444
0.99,0.744444444
1,2.061111111
1,1.805555556
0.97,4.072222222
0.98,4.216666667
0.85,5.394444444
0.79,4.494444444
0.88,1.755555556
0.88,0.244444444
0.91,0.227777778
0.91,-0.466666667
0.91,-1.15
0.92,0.061111111
0.89,-0.327777778
0.92,-0.994444444
0.96,0.072222222
0.92,0.666666667
0.92,1.172222222
0.92,-1.216666667
0.92,2.233333333
0.92,0.083333333
0.94,1.738888889
0.95,0.722222222
0.92,1.516666667
0.86,2.811111111
0.78,5.511111111
0.76,5.866666667
0.72,7.761111111
0.77,7.494444444
0.77,9.072222222
0.82,8.111111111
0.92,6.127777778
0.92,3.905555556
0.95,1.461111111
0.92,0.977777778
0.96,0.877777778
0.96,1.4
0.99,1.522222222
0.96,1.561111111
0.9,2.205555556
0.93,2.944444444
0.93,5.116666667
0.87,5.161111111
0.86,4.161111111
0.8,3.472222222
0.8,3.483333333
0.7,3.638888889
0.65,3.472222222
0.64,3.938888889
0.6,4.138888889
0.59,3.822222222
0.57,4.511111111
0.53,4.844444444
0.45,3.516666667
0.53,3.588888889
0.6,2.666666667
0.62,1.094444444
0.68,-0.45
0.69,-2.1
0.75,0.25
0.73,-2.238888889
0.72,-3.344444444
0.78,-0.911111111
0.8,-3.383333333
0.79,-0.605555556
0.78,-2.777777778
0.87,-1.661111111
0.88,-6.177777778
0.88,-5.311111111
0.92,-5.383333333
0.88,-6.216666667
0.73,-0.655555556
0.65,1.983333333
0.51,4.35
0.41,6.383333333
0.36,8.205555556
0.43,10.02222222
0.43,8.238888889
0.5,6.311111111
0.61,2.894444444
0.66,2.705555556
0.76,-0.15
0.8,-1.216666667
0.83,-1.727777778
0.84,-2.033333333
0.85,-3.383333333
0.82,-3.25
0.87,-3.677777778
0.85,-3.483333333
0.85,-4.05
0.83,-3.944444444
0.82,-3.716666667
0.81,-3.811111111
0.84,-3.75
0.76,-2.988888889
0.65,-0.044444444
0.68,0.35
0.61,3.1
0.55,5.333333333
0.5,6.772222222
0.51,7.111111111
0.55,6.455555556
0.59,5.222222222
0.66,2.261111111
0.65,1.466666667
0.64,0.138888889
0.61,0.9
0.61,1.211111111
0.6,1.427777778
0.58,2.4
0.61,1.272222222
0.61,1.85
0.62,1.583333333
0.62,1.694444444
0.64,1.694444444
0.72,2.327777778
0.83,2.055555556
0.9,4.055555556
0.93,3.838888889
0.92,2.2
0.93,5.022222222
0.93,2.688888889
0.93,2.177777778
0.87,3.177777778
0.86,3.2
0.85,1.988888889
0.86,2.677777778
0.91,1.544444444
0.88,1.444444444
0.83,1.988888889
0.91,0.905555556
0.89,-0.855555556
0.9,0.4
0.89,-2.144444444
0.92,-1.577777778
0.92,-2.166666667
0.96,-1.127777778
0.96,-1.2
0.96,-1.022222222
0.96,-2.311111111
0.96,-2.333333333
0.93,-2.6
0.96,-2.288888889
0.93,0.911111111
0.89,1.511111111
0.78,2.705555556
0.72,5.327777778
0.68,5.5
0.72,4.905555556
0.71,5.122222222
0.8,2.961111111
0.82,0.555555556
0.89,-1.083333333
0.89,-0.561111111
0.85,-1.427777778
0.89,-2.166666667
0.9,-2.661111111
0.92,-3.444444444
0.92,-3.561111111
0.93,-2.677777778
0.92,-2.833333333
0.92,-2.838888889
0.95,-2.861111111
0.92,-2.416666667
0.91,-1.994444444
0.86,-0.866666667
0.91,-1.055555556
0.88,-0.288888889
0.84,2.344444444
0.71,6.233333333
0.61,11.05
0.62,11.00555556
0.61,11.11666667
0.7,10.05
0.77,7.172222222
0.75,5.472222222
0.76,5.083333333
0.8,5.222222222
0.76,5.027777778
0.73,5.455555556
0.79,4.661111111
0.86,4.4
0.89,3.3
0.91,4.644444444
0.89,3.877777778
0.93,3.3
0.9,4.227777778
0.86,3.877777778
0.86,5.588888889
0.88,4.838888889
0.84,5.794444444
0.89,5.372222222
0.79,8.088888889
0.83,8.472222222
0.72,11.08333333
0.77,11.22777778
0.74,12.23333333
0.8,11.19444444
0.81,11.33333333
0.8,11.08333333
0.86,8.238888889
0.83,10.02222222
0.83,7.038888889
0.8,7.366666667
0.84,6.672222222
0.86,5.9
0.86,5.861111111
0.87,5.994444444
0.84,5.772222222
0.89,3.255555556
0.88,3.272222222
0.87,2.5
0.92,1.2
0.87,3.027777778
0.79,4.444444444
0.83,6.222222222
0.78,10.01666667
0.73,12.07222222
0.72,12.72222222
0.69,12.87777778
0.69,12.77222222
0.72,12.23888889
0.72,12.16666667
0.67,12.1
0.68,11.98888889
0.78,11.05555556
0.75,12.05555556
0.8,11.18333333
0.86,10.03888889
0.86,7.011111111
0.8,0.372222222
0.81,-1.138888889
0.85,-3.444444444
0.92,-4.355555556
0.92,-4.977777778
0.92,-4.338888889
0.85,-4.211111111
0.92,-4.705555556
0.92,-5.566666667
0.85,-2.638888889
0.78,-1.588888889
0.76,0.988888889
0.7,2.372222222
0.67,5.183333333
0.63,6.333333333
0.68,5.033333333
0.75,4
0.76,2.338888889
0.83,0.983333333
0.84,-0.572222222
0.83,-1.322222222
0.8,-1.383333333
0.85,-1.311111111
0.83,-1.472222222
0.84,6.961111111
0.85,6.7
0.84,6.005555556
0.89,5.555555556
0.9,5.922222222
0.9,6.205555556
0.9,5.094444444
0.9,5.461111111
0.89,5.45
0.84,5.866666667
0.84,7.722222222
0.8,11.03888889
0.8,12.10555556
0.76,14.77222222
0.72,13.88333333
0.76,12.84444444
0.83,12.38888889
0.8,12.17222222
0.8,11.03888889
0.87,10.00555556
0.89,7.033333333
0.86,6.088888889
0.87,5.777777778
0.87,5.211111111
0.89,5.3
0.88,5.905555556
0.89,5.177777778
0.89,5.172222222
0.9,5.311111111
0.87,3.827777778
0.87,4.238888889
0.88,4.933333333
0.87,5.4
0.87,4.983333333
0.9,6.022222222
0.84,7.261111111
0.83,7.583333333
0.89,8.933333333
0.89,8.822222222
0.89,8.822222222
0.9,8.766666667
0.96,6.411111111
0.96,6.316666667
0.96,7.65
0.96,6.111111111
0.96,4.961111111
0.93,4.533333333
0.93,3.094444444
0.93,1.705555556
0.94,1.133333333
0.89,0.311111111
0.89,0.716666667
0.87,0.416666667
0.89,0.733333333
0.89,0.211111111
0.89,0.061111111
0.89,-1.716666667
0.82,-0.4
0.82,-0.466666667
0.76,0.755555556
0.76,0.816666667
0.75,2.3
0.71,2.727777778
0.71,3.144444444
0.7,3.038888889
0.71,2.077777778
0.82,1.75
0.82,1.6
0.82,2.8
0.82,1.011111111
0.86,1.077777778
0.85,-0.194444444
0.82,-0.227777778
0.83,1.277777778
0.85,0.405555556
0.8,0.927777778
0.83,0.544444444
0.8,-0.688888889
0.8,-0.616666667
0.8,-0.75
0.8,-0.65
0.79,-0.533333333
0.8,0.333333333
0.76,0.627777778
0.76,0.605555556
0.76,2.944444444
0.76,2.822222222
0.75,2.822222222
0.76,2.961111111
0.82,0.994444444
0.82,1.588888889
0.81,0.372222222
0.85,-0.238888889
0.89,2.15
0.88,-1.244444444
0.89,-2.222222222
0.91,-2.872222222
0.9,-1.394444444
0.88,-3.616666667
0.85,-1.572222222
0.89,-4
0.88,-5.205555556
0.88,-5.861111111
0.84,-5.9
0.82,-6.705555556
0.88,-5.927777778
0.88,-5.894444444
0.84,-4.65
0.75,-5.955555556
0.83,-5.661111111
0.76,-6.627777778
0.76,-7.005555556
0.81,-7.85
0.82,-8.283333333
0.96,-8.966666667
0.96,-8.694444444
0.95,-9.105555556
0.92,-8.083333333
0.93,-7.85
0.96,-7.522222222
0.96,-7.583333333
0.93,-7.733333333
0.95,-9.522222222
0.92,-10.13333333
0.93,-9.516666667
0.92,-10.56666667
0.92,-10.97222222
0.92,-10.06111111
0.92,-9.261111111
0.92,-9.527777778
0.92,-9.838888889
0.92,-7.788888889
0.91,-8.216666667
0.92,-8.711111111
0.91,-7.838888889
0.83,-9.227777778
0.85,-7.983333333
0.91,-9.033333333
0.91,-8.877777778
0.92,-8.233333333
0.84,-5.027777778
0.91,-10.50555556
0.92,-5.066666667
0.91,-10.18333333
0.87,-8.627777778
0.89,-11.23888889
0.92,-10.45
0.88,-10.51111111
0.89,-11.3
0.84,-12.82222222
0.84,-8.838888889
0.85,-8.827777778
0.84,-8.816666667
0.84,-11.58333333
0.84,-7.827777778
0.81,-6.133333333
0.88,-6.111111111
0.84,-8.427777778
0.83,-9.488888889
0.83,-9
0.79,-7.227777778
0.84,-9.166666667
0.84,-9.133333333
0.92,-10.62222222
0.95,-7.327777778
0.92,-11.13888889
0.96,-10.8
0.92,-8.155555556
0.92,-10.16111111
0.93,-8.983333333
0.92,-12.22777778
0.88,-8.261111111
0.92,-8.1
0.88,-7.722222222
0.95,-7.677777778
0.96,-7.494444444
0.88,-6.566666667
0.92,-6.411111111
0.86,-5.177777778
0.79,-4.077777778
0.75,-3.961111111
0.8,-3.944444444
0.84,-3.916666667
0.84,-7.222222222
0.92,-8.255555556
0.84,-8.455555556
0.84,-4.977777778
0.86,-4.933333333
0.91,-4.977777778
0.88,-4.977777778
0.9,-5.072222222
0.88,-4.977777778
0.88,-4.977777778
0.93,-5.027777778
0.91,-4.927777778
0.91,-4.927777778
0.92,-4.988888889
0.92,-7.872222222
0.92,-4.927777778
0.92,-4.861111111
0.92,-4.927777778
0.84,-3.838888889
0.81,-2.955555556
0.78,-2.755555556
0.78,-2.733333333
0.79,-2.788888889
0.78,-2.733333333
0.79,-5.95
0.8,-5.822222222
0.79,-2.8
0.85,-5.816666667
0.81,-6.2
0.79,-6
0.79,-6.894444444
0.83,-6.844444444
0.81,-7.6
0.81,-7.566666667
0.86,-5.75
0.85,-7.6
0.86,-6.105555556
0.89,-5.505555556
0.92,-5.494444444
0.92,-3.888888889
0.93,-3.855555556
0.92,-5.872222222
0.86,-2.8
0.86,-5.905555556
0.85,-2.777777778
0.85,-6.338888889
0.86,-6.4
0.81,-6.861111111
0.81,-7.205555556
0.83,-7.044444444
0.85,-6.905555556
0.84,-8.038888889
0.86,-9.444444444
0.92,-9.422222222
0.92,-10.12777778
0.89,-8.716666667
0.88,-11.04444444
0.83,-0.866666667
0.84,-1.305555556
0.83,-0.866666667
0.83,-0.777777778
0.87,-0.072222222
0.9,-0.005555556
0.9,2.583333333
0.9,1.344444444
0.9,-0.316666667
0.89,0.922222222
0.84,2.005555556
0.8,3.266666667
0.83,5.8
0.79,7.505555556
0.83,7.322222222
0.83,7.711111111
0.88,6.394444444
0.92,5.55
0.86,4.222222222
0.92,2.877777778
0.92,1.422222222
0.92,1.338888889
0.9,0.894444444
0.89,1.272222222
0.88,-11.06111111
0.93,-11.01666667
0.92,-9.294444444
0.88,-7.733333333
0.89,-11.44444444
0.92,-10.47777778
0.92,-10.65
0.93,-10
0.92,-11.11111111
0.79,-8.305555556
0.83,-7.455555556
0.81,-7.527777778
0.75,-7.2
0.72,-5.688888889
0.69,-5.238888889
0.75,-4.733333333
0.76,-4.811111111
0.81,-5.533333333
0.76,-7.266666667
0.72,-7.45
0.7,-7.3
0.71,-9.033333333
0.75,-9.522222222
0.71,-10.42777778
0.74,-11.18888889
0.76,-11.26111111
0.78,-12.31666667
0.74,-11.9
0.78,-12.11666667
0.81,-12.93333333
0.81,-13.8
0.81,-14.42777778
0.81,-14.01666667
0.74,-12.35
0.75,-13.77222222
0.74,-13.46111111
0.74,-12.33333333
0.69,-9.961111111
0.68,-10.62777778
0.71,-10.79444444
0.72,-9.861111111
0.74,-10.8
0.69,-10.84444444
0.75,-12.28888889
0.74,-12.65555556
0.74,-13.33333333
0.77,-12.95555556
0.74,-12.98333333
0.9,2.272222222
0.92,1.911111111
0.9,1.827777778
0.86,2.377777778
0.9,1.933333333
0.93,3.722222222
0.93,1.816666667
0.93,1.705555556
0.87,2.322222222
0.87,3.566666667
0.82,5.555555556
0.78,6.422222222
0.77,6.972222222
0.79,8.316666667
0.71,10.96666667
0.77,8.983333333
0.89,6.483333333
0.89,5.033333333
0.87,4.594444444
0.81,4.588888889
0.8,3.894444444
0.79,3.233333333
0.76,3.383333333
0.72,3.511111111
0.74,3.4
0.75,2.8
0.77,3.15
0.82,2.894444444
0.86,2.661111111
0.79,3.372222222
0.79,3.238888889
0.8,3.322222222
0.77,4.1
0.77,4.133333333
0.73,5.755555556
0.67,10.11666667
0.66,11.15555556
0.62,11.24444444
0.67,11.15555556
0.67,10.06666667
0.68,10.06111111
0.67,7.838888889
0.77,5.966666667
0.78,6.35
0.77,6.316666667
0.77,6.088888889
0.81,5.983333333
0.83,5.955555556
0.83,7.022222222
0.85,7.127777778
0.87,6.333333333
0.87,6.638888889
0.87,5.966666667
0.96,0.411111111
0.92,4.022222222
0.93,4.205555556
0.99,3.027777778
0.99,4.094444444
0.99,3.9
0.98,4.194444444
0.92,7.522222222
0.97,6.094444444
0.94,6.305555556
0.95,8.005555556
0.91,6.788888889
0.93,2.983333333
0.99,3.2
1,3.205555556
0.99,2.983333333
0.92,0.966666667
0.96,0.744444444
0.96,0.305555556
0.99,1.555555556
0.97,0.461111111
0.96,2.144444444
1,1.6
0.97,3.833333333
1,3.494444444
1,4.255555556
1,4.1
1,4.433333333
1,3.233333333
1,3.894444444
1,3.311111111
0.93,5.361111111
0.99,5.294444444
1,5.788888889
1,5.783333333
0.99,5.75
1,7.15
1,3.8
0.94,5.583333333
1,4.527777778
1,4.816666667
0.97,5.038888889
1,5.577777778
0.96,5.577777778
1,5.066666667
0.96,5.511111111
1,3.672222222
1,4.472222222
1,3.888888889
1,3.911111111
0.99,3.938888889
0.99,3.911111111
0.99,3.911111111
1,4.038888889
1,4.927777778
1,3.983333333
0.99,5.066666667
1,5.022222222
1,4.216666667
1,5.077777778
1,5
0.94,6.016666667
1,4.95
1,2.833333333
1,3.033333333
1,4.483333333
1,5
0.96,4.444444444
0.96,4.444444444
0.99,3.933333333
1,3.911111111
1,3.85
1,0.727777778
1,0.683333333
1,0.411111111
0.93,1.4
1,1.372222222
1,1.2
1,1.411111111
1,2.855555556
0.99,1.705555556
0.99,3.888888889
0.99,3.888888889
1,1.905555556
0.92,3.866666667
1,2.85
1,0.722222222
1,0.605555556
1,1.044444444
1,0.344444444
1,-1.422222222
0.89,14.56111111
0.86,14.53888889
0.86,14.06666667
0.85,13.96111111
0.86,13.37777778
0.86,13
0.83,13.86666667
0.78,16.04444444
0.68,17.19444444
0.65,18.86666667
0.57,20.05
0.53,21.01666667
0.52,22.24444444
0.47,22.82777778
0.44,23.7
0.41,22.89444444
0.36,24.92777778
0.32,24.92777778
0.32,24.95
0.37,22.8
0.56,20.55555556
0.65,18.28888889
0.78,15.48888889
0.81,14.57777778
0.9,16.13888889
0.89,15.11666667
0.93,14.76666667
0.92,14.00555556
0.92,13.40555556
0.9,13.06111111
0.86,14.88333333
0.77,16.09444444
0.7,17.70555556
0.61,19.86111111
0.57,22.59444444
0.54,23.58888889
0.54,23.79444444
0.5,23.91111111
0.47,25.91666667
0.5,24.93333333
0.54,23.89444444
0.8,20.45
0.88,17.97777778
0.87,17.17777778
0.88,17.15
0.87,17.15555556
0.9,16.62222222
0.93,16.17777778
0.93,15.57777778
0.93,15.53333333
0.93,15.58888889
0.93,15.07222222
0.96,15.02777778
0.93,15.66666667
0.93,16.04444444
0.93,16.09444444
0.89,16.99444444
0.87,17.17777778
0.87,17.17777778
0.87,17.23888889
0.87,17.26666667
0.87,17.24444444
0.93,17.28888889
0.88,17.22222222
0.93,16.20555556
0.93,17.23888889
0.93,17.24444444
0.93,17.24444444
0.94,17.22777778
0.93,17.22222222
0.97,17.22222222
0.94,17.17222222
0.93,17.2
0.93,16.68888889
0.94,17.15
0.93,17.17777778
0.93,17.17777778
0.93,16.61111111
0.93,16.08888889
0.87,17.15555556
0.81,18.56111111
0.84,17.84444444
0.68,21.11111111
0.62,22.55
0.57,22.77777778
0.5,23.93333333
0.44,25.00555556
0.46,24.46111111
0.5,23.64444444
0.54,22.64444444
0.59,21.53888889
0.64,20.42777778
0.68,19.38888889
0.72,18.52222222
0.75,17.9
0.78,17.58333333
0.83,16.83888889
0.87,15.7
0.87,15.96666667
0.87,16.04444444
0.9,15.56111111
0.9,16.14444444
0.87,16.07222222
0.89,17.78888889
0.73,21.11111111
0.62,23.81666667
0.5,26.01666667
0.47,25
0.49,24.68333333
0.5,24.3
0.53,23.85
0.56,23.35
0.58,22.81111111
0.62,22.24444444
0.65,21.65555556
0.68,21.06111111
0.72,20.46111111
0.75,19.87777778
0.78,19.31111111
0.81,18.77777778
0.9,17.17777778
0.91,16.64444444
0.94,15.89444444
0.93,16.09444444
0.9,17.73888889
0.72,21.65555556
0.63,22.66666667
0.51,24.84444444
0.48,24.84444444
0.47,26.06666667
0.51,27.63333333
0.45,27.65
0.43,27.66111111
0.41,27.11666667
0.46,27.36666667
0.57,24.23333333
0.76,20.43333333
0.75,20.1
0.83,19.04444444
0.83,18.98333333
0.88,18.78888889
0.9,18.33333333
0.87,18.28888889
0.89,18.17777778
0.9,17.22222222
0.93,16.73333333
0.93,17.20555556
0.97,17.80555556
0.9,18.96111111
0.74,22.34444444
0.63,23.77777778
0.58,25.95555556
0.56,27.64444444
0.53,28.38888889
0.44,28.72222222
0.48,29.23888889
0.43,28.75555556
0.47,27.72777778
0.44,28.47222222
0.42,28.35
0.48,27.35
0.66,23.82777778
0.79,21.11666667
0.78,20.53333333
0.83,19.61111111
0.86,18.43333333
0.84,18.45555556
0.86,18.14444444
0.86,17.41111111
0.89,17.34444444
0.87,17.8
0.84,18.87222222
0.78,20.02777778
0.69,22.08333333
0.66,23.89444444
0.58,26.04444444
0.53,28.24444444
0.49,29.3
0.46,30.28888889
0.4,29.6
0.4,28.57777778
0.35,29.22222222
0.39,28.53333333
0.39,27.61666667
0.44,27.68888889
0.57,26.01111111
0.78,21.36666667
0.78,21.71666667
0.82,20.41111111
0.78,21.09444444
0.86,19.52222222
0.89,19.21666667
0.92,18.38333333
0.89,17.78333333
0.9,17.81111111
0.89,18.82222222
0.79,21
0.7,22.13333333
0.62,24.98333333
0.58,26.13888889
0.51,27.58888889
0.46,27.92777778
0.4,28.53888889
0.4,29.51111111
0.4,29.7
0.49,28.19444444
0.45,27.90555556
0.58,24.97222222
0.77,20.29444444
0.78,21.34444444
0.83,20.08888889
0.86,20.02222222
0.89,19.12777778
0.87,19.42222222
0.89,18.89444444
0.9,18.45555556
0.87,18.84444444
0.9,18.31111111
0.91,17.8
0.85,18.77222222
0.89,18.89444444
0.84,20.08333333
0.76,22.2
0.69,23.84444444
0.65,25.81111111
0.55,27.77777778
0.54,27.87222222
0.49,29.12777778
0.49,29.36666667
0.43,30
0.48,29.39444444
0.44,28.76666667
0.49,28.11111111
0.57,26.12777778
0.7,22.89444444
0.71,22.77777778
0.81,21.12222222
0.84,20.53333333
0.86,19.46666667
0.87,18.95555556
0.87,18.40555556
0.9,17.80555556
0.88,17.80555556
0.84,18.84444444
0.78,20.05
0.74,22.1
0.66,23.96111111
0.58,26.11111111
0.51,27.62222222
0.43,28.72222222
0.46,29.06666667
0.4,29.55555556
0.4,29.71111111
0.38,30.74444444
0.34,30.03333333
0.37,29.35555556
0.43,28.77777778
0.59,25.51666667
0.75,22.26666667
0.8,21.13888889
0.85,20.22222222
0.86,13.24444444
0.9,12.10555556
0.93,11.85
0.93,11.08888889
0.93,11.06666667
0.93,10.16111111
0.93,13.71111111
0.73,17.6
0.58,20.81111111
0.48,22.75555556
0.36,23.88888889
0.34,24.87222222
0.3,26.11111111
0.34,26.13888889
0.3,26.48333333
0.32,26.66111111
0.29,26.55555556
0.34,26.68333333
0.29,26.52222222
0.42,26.03888889
0.53,23.24444444
0.72,20.11666667
0.72,19.45
0.74,18.03333333
0.87,19.42222222
0.9,18.79444444
0.89,17.95
0.9,17.22222222
0.9,17.15555556
0.9,16.80555556
0.96,17.71666667
0.76,22
0.65,24.68333333
0.54,27.9
0.46,30.32777778
0.41,29.58333333
0.41,31.07777778
0.32,30.12222222
0.33,30.23888889
0.27,30.67222222
0.35,31.73333333
0.35,30.41111111
0.35,30.40555556
0.45,29.09444444
0.63,25.66111111
0.78,22.91666667
0.78,22.29444444
0.8,21.40555556
0.81,21.04444444
0.78,20.51111111
0.83,19.78888889
0.86,18.97777778
0.86,18.46666667
0.86,19.18333333
0.84,19.98333333
0.79,21.06666667
0.67,24.68888889
0.56,28.03333333
0.51,29.66111111
0.51,31.15
0.45,31.85555556
0.45,33.47777778
0.35,31.61666667
0.38,32.18333333
0.45,31.71111111
0.41,29.63888889
0.46,27.93888889
0.51,27.7
0.61,25.27222222
0.65,23.98888889
0.75,22.87777778
0.72,23.06111111
0.71,22.78333333
0.8,22.25
0.84,21.8
0.81,21.62222222
0.87,20.55555556
0.89,20.47222222
0.87,20
0.87,20.07222222
0.88,20.13888889
0.86,20.16111111
0.86,20.16111111
0.87,20.22777778
0.77,22.12777778
0.74,22.15
0.68,23.78888889
0.73,22.86111111
0.7,23.83888889
0.67,24.02777778
0.67,23.83888889
0.67,23.79444444
0.75,22.27777778
0.84,20.09444444
0.87,20
0.9,19.56111111
0.9,19.46666667
0.87,19.97777778
0.93,19.84444444
0.93,19.92777778
0.87,20.43888889
0.94,19.43333333
0.93,18.86111111
0.88,19.88333333
0.86,19.91666667
0.84,19.90555556
0.8,20.92777778
0.8,21.03888889
0.84,19.92777778
0.8,20.99444444
0.78,20.32777778
0.73,22.24444444
0.78,21.22777778
0.77,21.42222222
0.73,22.28888889
0.78,21.17777778
0.78,21.15555556
0.79,19.92777778
0.84,19.37777778
0.88,18.41666667
0.87,18.2
0.9,16.65
0.91,16.75
0.93,16.02222222
0.93,16
0.94,15.21666667
0.93,16.02777778
0.85,18.68888889
0.76,20.81111111
0.67,22.61666667
0.62,23.79444444
0.59,24.8
0.51,25.95
0.5,26.06111111
0.45,27.14444444
0.45,27.19444444
0.44,27.27222222
0.44,26.33888889
0.44,26.15555556
0.5,25.02222222
0.63,23.12222222
0.83,20.07222222
0.84,18.84444444
0.84,18.11666667
0.87,17.16111111
0.9,16.09444444
0.9,16.33333333
0.93,15.00555556
0.93,14.96111111
0.93,14.78888889
0.87,17.02222222
0.79,19.71111111
0.64,22.62777778
0.58,24.92777778
0.5,26.06111111
0.46,27.23333333
0.4,27.45
0.38,27.38888889
0.41,28.48888889
0.4,28.42777778
0.4,28.48333333
0.33,27.9
0.36,28.12222222
0.44,27.23888889
0.66,23.37222222
0.78,21.20555556
0.76,20.07222222
0.79,19.26666667
0.9,17.27222222
0.87,17.25
0.89,17.03888889
0.93,15.60555556
0.93,15.62777778
0.92,15.45
0.93,16.11666667
0.85,19.82222222
0.7,23.61111111
0.6,26.01666667
0.53,28.41666667
0.42,28.53888889
0.46,28
0.37,29.41111111
0.35,30.05
0.34,29.04444444
0.33,29.96111111
0.46,28.37777778
0.35,29.15
0.46,27.92222222
0.65,24.52222222
0.68,22.22222222
0.71,21.62222222
0.71,22.96666667
0.74,21.97777778
0.72,22.36666667
0.78,21.36666667
0.8,21.37222222
0.87,19.84444444
0.88,19.78333333
0.9,18.84444444
0.84,19.98333333
0.75,22.02777778
0.71,22.76666667
0.89,19.24444444
0.95,18.4
0.85,20.29444444
0.81,21.2
0.67,23.81111111
0.62,25.01666667
0.62,25.11111111
0.62,25.1
0.63,25.04444444
0.64,25.02222222
0.72,23.05
0.89,18.12222222
0.89,17.5
0.93,17.4
0.91,17.8
0.91,17.26666667
0.94,17.34444444
0.93,17.26666667
0.97,17.24444444
0.94,17.73333333
0.97,17.73333333
0.91,18.79444444
0.84,20.59444444
0.78,21.92222222
0.74,22.50555556
0.7,23.36666667
0.81,22.17777778
0.7,23.75555556
0.76,22.16111111
0.67,23.82222222
0.63,24.83333333
0.7,23.92222222
0.64,24.81666667
0.73,22.77777778
0.82,21.36111111
0.93,20.02222222
0.88,20.41666667
0.89,19.46666667
0.88,18.86666667
0.93,18.38333333
0.91,18.83333333
0.93,18.82222222
0.9,18.8
0.93,18.26111111
0.91,18.73333333
0.88,19.84444444
0.8,21.77222222
0.74,22.66666667
0.7,23.79444444
0.7,23.89444444
0.65,26.01666667
0.55,27.78888889
0.55,27.71111111
0.54,27.90555556
0.56,28.05555556
0.58,26.2
0.6,26.03888889
0.69,24.97222222
0.82,23.11666667
0.81,22.15
0.87,21.03888889
0.88,20.68333333
0.75,17.2
0.81,16.18333333
0.76,17.42222222
0.81,16.76111111
0.79,17.66666667
